"Statistic Label","Quarter","Domestic","Region of Residence","UNIT","VALUE"
"Number of Nights by Irish Residents","2016Q4","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2016Q4","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Domestic","State","Thousand","3830"
"Number of Nights by Irish Residents","2017Q1","Domestic","Border, Midland and Western","Thousand","924"
"Number of Nights by Irish Residents","2017Q1","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Domestic","Southern and Eastern","Thousand","2906"
"Number of Nights by Irish Residents","2017Q1","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Outbound","State","Thousand","9713"
"Number of Nights by Irish Residents","2017Q1","Outbound","Border, Midland and Western","Thousand","1643"
"Number of Nights by Irish Residents","2017Q1","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Outbound","Southern and Eastern","Thousand","8070"
"Number of Nights by Irish Residents","2017Q1","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2017Q1","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Domestic","State","Thousand","6108"
"Number of Nights by Irish Residents","2017Q2","Domestic","Border, Midland and Western","Thousand","1356"
"Number of Nights by Irish Residents","2017Q2","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Domestic","Southern and Eastern","Thousand","4751"
"Number of Nights by Irish Residents","2017Q2","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Outbound","State","Thousand","14535"
"Number of Nights by Irish Residents","2017Q2","Outbound","Border, Midland and Western","Thousand","2774"
"Number of Nights by Irish Residents","2017Q2","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Outbound","Southern and Eastern","Thousand","11761"
"Number of Nights by Irish Residents","2017Q2","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2017Q2","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Domestic","State","Thousand","10442"
"Number of Nights by Irish Residents","2017Q3","Domestic","Border, Midland and Western","Thousand","2068"
"Number of Nights by Irish Residents","2017Q3","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Domestic","Southern and Eastern","Thousand","8375"
"Number of Nights by Irish Residents","2017Q3","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Outbound","State","Thousand","22707"
"Number of Nights by Irish Residents","2017Q3","Outbound","Border, Midland and Western","Thousand","4788"
"Number of Nights by Irish Residents","2017Q3","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Outbound","Southern and Eastern","Thousand","17919"
"Number of Nights by Irish Residents","2017Q3","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2017Q3","Outbound","South-West","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Domestic","State","Thousand","5159"
"Number of Nights by Irish Residents","2017Q4","Domestic","Border, Midland and Western","Thousand","979"
"Number of Nights by Irish Residents","2017Q4","Domestic","Border","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Domestic","Midland","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Domestic","West","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Domestic","Southern and Eastern","Thousand","4180"
"Number of Nights by Irish Residents","2017Q4","Domestic","Dublin","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Domestic","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Domestic","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Domestic","South-East","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Domestic","South-West","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Outbound","State","Thousand","10743"
"Number of Nights by Irish Residents","2017Q4","Outbound","Border, Midland and Western","Thousand","2684"
"Number of Nights by Irish Residents","2017Q4","Outbound","Border","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Outbound","Midland","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Outbound","West","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Outbound","Southern and Eastern","Thousand","8060"
"Number of Nights by Irish Residents","2017Q4","Outbound","Dublin","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Outbound","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Outbound","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Outbound","South-East","Thousand",""
"Number of Nights by Irish Residents","2017Q4","Outbound","South-West","Thousand",""
"Average Length of Stay by Irish Residents","2000Q1","Domestic","State","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2000Q1","Domestic","Border, Midland and Western","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000Q1","Domestic","Border","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2000Q1","Domestic","Midland","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2000Q1","Domestic","West","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2000Q1","Domestic","Southern and Eastern","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000Q1","Domestic","Dublin","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2000Q1","Domestic","Mid-East","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2000Q1","Domestic","Mid-West","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2000Q1","Domestic","South-East","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2000Q1","Domestic","South-West","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2000Q1","Outbound","State","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2000Q1","Outbound","Border, Midland and Western","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000Q1","Outbound","Border","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2000Q1","Outbound","Midland","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2000Q1","Outbound","West","Nights per Trip","10"
"Average Length of Stay by Irish Residents","2000Q1","Outbound","Southern and Eastern","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000Q1","Outbound","Dublin","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2000Q1","Outbound","Mid-East","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2000Q1","Outbound","Mid-West","Nights per Trip","9.7"
"Average Length of Stay by Irish Residents","2000Q1","Outbound","South-East","Nights per Trip","8.5"
"Average Length of Stay by Irish Residents","2000Q1","Outbound","South-West","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2000Q2","Domestic","State","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2000Q2","Domestic","Border, Midland and Western","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000Q2","Domestic","Border","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2000Q2","Domestic","Midland","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2000Q2","Domestic","West","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2000Q2","Domestic","Southern and Eastern","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000Q2","Domestic","Dublin","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2000Q2","Domestic","Mid-East","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2000Q2","Domestic","Mid-West","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2000Q2","Domestic","South-East","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2000Q2","Domestic","South-West","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2000Q2","Outbound","State","Nights per Trip","10.3"
"Average Length of Stay by Irish Residents","2000Q2","Outbound","Border, Midland and Western","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000Q2","Outbound","Border","Nights per Trip","10.3"
"Average Length of Stay by Irish Residents","2000Q2","Outbound","Midland","Nights per Trip","8.4"
"Average Length of Stay by Irish Residents","2000Q2","Outbound","West","Nights per Trip","11.5"
"Average Length of Stay by Irish Residents","2000Q2","Outbound","Southern and Eastern","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000Q2","Outbound","Dublin","Nights per Trip","10.1"
"Average Length of Stay by Irish Residents","2000Q2","Outbound","Mid-East","Nights per Trip","10.2"
"Average Length of Stay by Irish Residents","2000Q2","Outbound","Mid-West","Nights per Trip","10.8"
"Average Length of Stay by Irish Residents","2000Q2","Outbound","South-East","Nights per Trip","9.5"
"Average Length of Stay by Irish Residents","2000Q2","Outbound","South-West","Nights per Trip","11.2"
"Average Length of Stay by Irish Residents","2000Q3","Domestic","State","Nights per Trip","5.1"
"Average Length of Stay by Irish Residents","2000Q3","Domestic","Border, Midland and Western","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000Q3","Domestic","Border","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2000Q3","Domestic","Midland","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2000Q3","Domestic","West","Nights per Trip","4.1"
"Average Length of Stay by Irish Residents","2000Q3","Domestic","Southern and Eastern","Nights per Trip",""
"Average Length of Stay by Irish Residents","2000Q3","Domestic","Dublin","Nights per Trip","5.6"
"Average Length of Stay by Irish Residents","2000Q3","Domestic","Mid-East","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2000Q3","Domestic","Mid-West","Nights per Trip","4.8"
"Average Length of Stay by Irish Residents","2000Q3","Domestic","South-East","Nights per Trip","5.2"
